@Elvern麻麻Grace,2017-02-01 19:56,1645786725,德古拉fang,https://tva4.sinaimg.cn/crop.24.8.227.227.180/6218b665gw1el6eg3t63ej20830ajdgt.jpg
我觉得我能去当嘉宾！说好听的呗…,2017-02-01 09:09,3853665257,说幸福的模样,https://tva1.sinaimg.cn/crop.0.0.758.758.180/e5b243e9jw8f1o169kh4vj20l20l20u7.jpg
转发微博,2017-01-31 20:31,5892040518,九月甚美,https://tva1.sinaimg.cn/crop.0.0.438.438.180/006qKoTAjw8fcfo1i5hraj30c60c674t.jpg
//@远离中医药:的确，这样的母亲，活时替女儿挡老虎，死后尸体供女儿拿去换钱（索赔155.7万元及其母义勇为称号），当然”希望你下辈子还做我的妈妈“。强烈推荐为 #2016年度最美妈妈#,2017-01-31 00:37,5642668295,____________想让人看见的大号,https://tva4.sinaimg.cn/crop.25.0.1192.1192.180/0069S3MXjw8f9vgg9lpanj30yi0x4jsp.jpg
下辈子还做你妈妈？！你妈妈被你害得还不够吗？！下辈子应该你做她妈妈，你替她去挡老虎知道吗！！！,2017-01-29 19:58,6115564780,Dear-迪丽乐巴Fee,https://tva4.sinaimg.cn/crop.0.0.664.664.180/006FShLCjw8fbuvcp5f25j30ig0ig0ui.jpg
转发微博,2017-01-29 18:10,5628226537,Spintires38号,https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/0068TsPnly8fditcx0d03j30ru0ruadw.jpg
轉發微博,2017-01-29 00:24,2618448517,潺潺大小姐在沉淀,https://tva3.sinaimg.cn/crop.51.0.356.356.180/9c125a85gw1ec1ucixfbfj20c80gitbd.jpg
哈//@中国新闻周刊:【“老虎咬人案”当事人：节目传播有误 没说过自己负主要责任】30日晚，赵菁发声明表示，此前参加的栏目传播有误，她并未承认自己负主要责任，而是推广部门为博人眼球断章取义，删除了嘉宾及本人的重要观点。她表示只对自己母亲道歉，自始至终认为动物园应当负主要责任。(法制晚报),2017-01-21 19:27,2727338220,达拉姆国立智械研究所,https://tva3.sinaimg.cn/crop.530.50.243.243.180/a28fe0ecjw8ewagx1aes4j20pd0ny437.jpg
转发微博,2017-01-06 22:22,1254717147,可乐z小新,https://tva1.sinaimg.cn/crop.0.0.180.180.180/4ac976dbjw1e8qgp5bmzyj2050050aa8.jpg
转发微博,2017-01-01 19:22,5573658449,布欢儿,https://tva3.sinaimg.cn/crop.0.0.996.996.180/0065cvaVjw8f6do3f3hyuj30ro0romz4.jpg
转发微博,2016-12-15 14:14,5134238695,密山市交通运输局,https://tva2.sinaimg.cn/crop.52.17.482.482.180/005BsK1xtw1eg6x2zq4egj30fj0e5jt4.jpg
//@中国新闻周刊: 【“老虎咬人案”当事人：节目传播有误 没说过自己负主要责任】30日晚，赵菁发声明表示，此前参加的栏目传播有误，她并未承认自己负主要责任，而是推广部门为博人眼球断章取义，删除了嘉宾及本人的重要观点。她表示只对自己母亲道歉，自始至终认为动物园应当负主要责任。(法制晚报),2016-12-15 14:11,5134238695,密山市交通运输局,https://tva2.sinaimg.cn/crop.52.17.482.482.180/005BsK1xtw1eg6x2zq4egj30fj0e5jt4.jpg
//@乐猪2010:最后的发言全是书面语，一听就是事先写好的稿子背下来的。,2016-12-10 19:19,5979174012,叉叉你个oo,https://tva1.sinaimg.cn/crop.8.0.623.623.180/006wE0iwjw8fcgo0890fsj30hs0hbmxu.jpg
回复@毕韵冰:正因为有我这样的观点，所以流氓才讹不了人。。人家动物园本来就没问题，所以人家才置身事外。。下一个绝不会是我。。因为我不会下车。。。但极有可能是你。。因为你企图把违背规则不当回事。。,2016-12-06 08:15,3342992172,陈无冬,https://tva1.sinaimg.cn/crop.0.0.178.178.180/c742032cjw8f4kf0mpvekj204y04zaac.jpg
转发微博,2016-12-05 22:34,6058999851,非常人偶200707,https://tva4.sinaimg.cn/crop.0.0.960.960.180/006C2WE3jw8f9e1xahewyj30qo0qojw7.jpg
//@中国新闻周刊:【“老虎咬人案”当事人：节目传播有误 没说过自己负主要责任】30日晚，赵菁发声明表示，此前参加的栏目传播有误，她并未承认自己负主要责任，而是推广部门为博人眼球断章取义，删除了嘉宾及本人的重要观点。她表示只对自己母亲道歉，自始至终认为动物园应当负主要责任。(法制晚报),2016-12-04 20:30,1810405192,阿姻,https://tva2.sinaimg.cn/crop.0.26.1242.1242.180/6be89748jw8fbssdz038ij20yi0zygob.jpg
→_→ //@汪海林:[偷笑]→_→//@C__Wade：下辈子还做你妈妈让你坑吗？,2016-12-04 20:30,1810405192,阿姻,https://tva2.sinaimg.cn/crop.0.26.1242.1242.180/6be89748jw8fbssdz038ij20yi0zygob.jpg
//@战争史研究WHS:下辈子还做你妈？准备带她去塞伦格提大草原？,2016-12-04 17:26,1197913657,暴走的牛牛,https://tva4.sinaimg.cn/crop.0.0.180.180.180/4766b639jw1e8qgp5bmzyj2050050aa8.jpg
//@远离中医药: 的确，这样的母亲，活时替女儿挡老虎，死后尸体供女儿拿去换钱（索赔155.7万元及其母义勇为称号），当然”希望你下辈子还做我的妈妈“。强烈推荐为 #2016年度最美妈妈#,2016-12-02 23:31,1491147924,贪嗔痴疑,https://tva3.sinaimg.cn/crop.0.0.180.180.180/58e11c94jw1e8qgp5bmzyj2050050aa8.jpg
开头看到雷明几秒钟，我就果断关了，太恶心了。//@逻辑引擎:节目一播翻身有望。雷明帮人作秀那副用力过猛的嘴脸真令我作呕——【“八达岭老虎咬人案”当事女子上节目公开道歉】http://t.cn/Rf8jr97//@,2016-12-02 21:08,1609257011,但愿君,https://tva4.sinaimg.cn/crop.0.0.1024.1024.180/5feb5033jw8f06cgzhdtuj20sg0sggn9.jpg
