02-12 07:56,5079176236,淡淡的丁香花味,0,回复<a href='https://m.weibo.cn/n/中国新闻网'>@中国新闻网</a>:给母亲道歉上电视干嘛，回家给你爸道歉吧，回家面壁，不要出来露你的脸了。,https://tva2.sinaimg.cn/crop.0.0.664.664.180/005xJHLmjw8f7739f8aw6j30ig0igabb.jpg
02-12 07:47,5079176236,淡淡的丁香花味,0,回复<a href='https://m.weibo.cn/n/不会起昵称的烦恼'>@不会起昵称的烦恼</a>:她就是“我以为”口头禅，话语中不经意显示出了她的本性，死不会悔改的人。,https://tva2.sinaimg.cn/crop.0.0.664.664.180/005xJHLmjw8f7739f8aw6j30ig0igabb.jpg
02-12 07:43,5079176236,淡淡的丁香花味,0,回复<a href='https://m.weibo.cn/n/孤岛果子'>@孤岛果子</a>:她没有醒悟，都是“我以为”,https://tva2.sinaimg.cn/crop.0.0.664.664.180/005xJHLmjw8f7739f8aw6j30ig0igabb.jpg
02-12 07:42,5079176236,淡淡的丁香花味,0,回复<a href='https://m.weibo.cn/n/体贴的丸子'>@体贴的丸子</a>:我感觉被咬了越来越漂亮了。,https://tva2.sinaimg.cn/crop.0.0.664.664.180/005xJHLmjw8f7739f8aw6j30ig0igabb.jpg
02-02 00:26,2251409574,树懒贝贝888,1,她不值得被原谅，全程不提自己的过失，还称她妈妈救她属于见义勇为，真是没治了啊，在台上痛哭流涕内疚自责，压根没认识到整件事的罪魁祸首就是你！！！,https://tva1.sinaimg.cn/crop.0.0.996.996.180/8631c8a6jw8fbzts81weaj20ro0rpdh0.jpg
01-22 01:19,5943534737,睡神KATE,0,看她哭的这么可怜，但是想想她做的事……唉……妈妈都走了，你为你的粗心付出了惨痛的代价,https://tva2.sinaimg.cn/crop.0.0.996.996.180/006uesTvjw8fafqhcwj7yj30ro0rpdin.jpg
2016-12-20 04:59,5737921090,胖团纸们的主人,0,回复<a href='https://m.weibo.cn/n/天空里的那颗星'>@天空里的那颗星</a>:惨烈后果是她的思维方式导致的，强行要求动物园赔偿不就是推卸责任么。,https://tva3.sinaimg.cn/crop.0.12.640.640.180/006gjJomjw8f8d6uq4tprj30hs0ig754.jpg
2016-12-15 00:36,5522248052,等待东南季风归来peaking,0,回复<a href='https://m.weibo.cn/n/你看起来好像很好吃艾'>@你看起来好像很好吃艾</a>:哪节目上应该是他们请过去的吧，而且我觉得网上有太多的炒作了并非本人言还是相信自己所看到的,https://tva4.sinaimg.cn/crop.0.0.996.996.180/0061IMYYjw8f8yos6no9dj30ro0rp77r.jpg
2016-12-14 22:26,1272937637,你看起来好像很好吃艾,0,回复<a href='https://m.weibo.cn/n/等待东南季风归来peaking'>@等待东南季风归来peaking</a>:抨击不是唯一的路径，但是不抨击默许就绝对是害了她，难道上节目炒作就是正确的路么？她不是也上了？,https://tva2.sinaimg.cn/crop.0.0.750.750.180/4bdf7ca5jw8f2nemrpu3pj20ku0kumxy.jpg
2016-12-14 22:18,1272937637,你看起来好像很好吃艾,0,她经常上采访也是媒体撺掇的，因为她有所谓的新闻价值，炒作她可以帮电视和网络平台大赚一笔的，当年芙蓉凤姐也是越差越有人炒，都是背后有团队的，评论有很多水军帮她说话洗白，这么一来群众反映更激烈了，更有采访价值了，因为这年头就算被人骂，骂得多了你也成网红了，然后陆续有广告进来,https://tva2.sinaimg.cn/crop.0.0.750.750.180/4bdf7ca5jw8f2nemrpu3pj20ku0kumxy.jpg
